Year,Month,Country_of_Origin,Purpose,Primary_District,Accommodation_Type,Duration_Days,Group_Size,Age,Prior_Visits_SL,Season,Crisis_Period,Monthly_Arrivals
2016,3,France,Leisure,Colombo,4-Star,8.0,2,43.0,2,Wet Season,0,179289
2016,1,United Kingdom,Adventure,Knuckles Range,Budget Hotel,8.0,5,44.0,2,Wet Season,0,227807
2022,5,Germany,Adventure,Nuwara Eliya,Eco-Lodge,14.0,4,46.0,0,Dry Season,0,48285
2023,2,India,Medical,Colombo,Homestay,10.0,3,38.0,4,Wet Season,0,142322
2021,12,India,Medical,Colombo,Homestay,18.0,1,,2,Wet Season,0,13188
2015,2,France,Eco-Tourism,Sinharaja,Homestay,11.0,5,50.0,0,Wet Season,0,186924
2020,4,India,VFR,Colombo,4-Star,,2,37.0,1,Wet Season,1,724
2015,7,Germany,Cultural,Anuradhapura,Eco-Lodge,7.0,1,42.0,0,Dry Season,0,143590
2018,7,India,Business,Gampaha,Eco-Lodge,5.0,1,,1,Dry Season,0,185995
2022,10,Australia,Leisure,Bentota,Eco-Lodge,6.0,1,24.0,2,Wet Season,0,54348
2022,12,USA,Business,Gampaha,4-Star,3.0,1,36.0,0,Wet Season,0,75804
2019,3,United Kingdom,Leisure,Mirissa,Eco-Lodge,11.0,1,32.0,3,Wet Season,0,170819
2015,2,France,Leisure,Mirissa,3-Star,7.0,2,49.0,3,Wet Season,0,173585
2015,4,China,Shopping,Gampaha,4-Star,5.0,3,18.0,4,Wet Season,0,132137
2020,12,USA,Cultural,Sigiriya,4-Star,,4,34.0,0,Wet Season,1,9236
2015,10,Switzerland,Leisure,Bentota,Homestay,7.0,2,33.0,1,Wet Season,0,129251
2018,6,Russia,Honeymoon,Mirissa,Boutique,8.0,2,60.0,1,Dry Season,0,173668
2023,3,Germany,Adventure,Sigiriya,4-Star,14.0,3,45.0,0,Wet Season,0,142352
2022,1,Germany,Eco-Tourism,Wilpattu,3-Star,5.0,6,42.0,3,Wet Season,0,76763
2017,8,India,VFR,Colombo,Eco-Lodge,15.0,6,44.0,3,Dry Season,0,164392
2016,8,Other,Leisure,Galle,Hostel,10.0,2,27.0,2,Dry Season,0,166814
2023,2,United Kingdom,Leisure,Bentota,Budget Hotel,7.0,1,29.0,0,Wet Season,0,143215
2019,7,India,Leisure,Colombo,Budget Hotel,,2,19.0,0,Dry Season,0,161121
2018,11,India,Business,Gampaha,Budget Hotel,4.0,2,37.0,0,Wet Season,0,200882
2018,12,Germany,Adventure,Nuwara Eliya,Boutique,17.0,1,65.0,0,Wet Season,0,258539
2022,6,Switzerland,Adventure,Ella,Homestay,13.0,4,55.0,0,Dry Season,0,48130
2018,7,Switzerland,Adventure,Knuckles Range,5-Star,17.0,1,65.0,0,Dry Season,0,197145
2022,7,Australia,Adventure,Knuckles Range,5-Star,9.0,1,35.0,0,Dry Season,0,60796
2015,12,South Korea,Cultural,Anuradhapura,5-Star,7.0,4,37.0,1,Wet Season,0,198217
2023,11,India,VFR,Colombo,3-Star,,2,47.0,3,Wet Season,0,116864
2016,7,USA,Cultural,Kandy,Eco-Lodge,4.0,2,30.0,0,Dry Season,0,176134
2023,7,Canada,Cultural,Sigiriya,3-Star,9.0,1,47.0,2,Dry Season,0,115956
2018,2,France,Cultural,Sigiriya,Hostel,8.0,3,35.0,0,Wet Season,0,226771
2019,1,India,VFR,Kandy,4-Star,6.0,2,24.0,3,Wet Season,0,199373
2017,7,France,Cultural,Sigiriya,Budget Hotel,5.0,6,40.0,3,Dry Season,0,181196
2019,2,China,Group Tour,Galle,Homestay,8.0,2,56.0,1,Wet Season,0,189492
2016,3,Other,Adventure,Sigiriya,Hostel,,3,25.0,0,Wet Season,0,185818
2017,11,Australia,Leisure,Bentota,Homestay,6.0,1,46.0,0,Wet Season,0,180444
2018,6,India,Leisure,Colombo,Boutique,8.0,2,56.0,0,Dry Season,0,169198
2019,11,Other,Adventure,Nuwara Eliya,Budget Hotel,10.0,4,42.0,1,Wet Season,0,156792
2018,6,India,Business,Colombo,Eco-Lodge,4.0,4,53.0,4,Dry Season,0,154189
2019,7,Italy,Honeymoon,Nuwara Eliya,3-Star,9.0,3,44.0,0,Dry Season,0,157299
2023,5,China,Group Tour,Sigiriya,5-Star,,2,70.0,1,Dry Season,0,94604
2015,7,India,Medical,Colombo,Homestay,8.0,2,18.0,0,Dry Season,0,148012
2022,9,China,Group Tour,Sigiriya,Boutique,7.0,6,31.0,0,Dry Season,0,48059
2017,5,India,Medical,Colombo,Hostel,10.0,3,35.0,0,Dry Season,0,142739
2017,12,Netherlands,Cultural,Sigiriya,3-Star,4.0,4,46.0,2,Wet Season,0,261280
2017,5,India,Business,Gampaha,Eco-Lodge,2.0,3,58.0,1,Dry Season,0,123398
2023,12,Other,Adventure,Nuwara Eliya,4-Star,17.0,1,42.0,0,Wet Season,0,174065
2018,2,Netherlands,Leisure,Colombo,Homestay,10.0,3,18.0,1,Wet Season,0,238595
2019,4,Other,Cultural,Anuradhapura,3-Star,8.0,2,35.0,0,Wet Season,1,32886
2015,1,Netherlands,Eco-Tourism,Yala,Budget Hotel,9.0,1,44.0,0,Wet Season,0,179069
2019,4,Maldives,Transit,Colombo,4-Star,1.0,1,26.0,2,Wet Season,1,37528
2018,7,Maldives,Business,Gampaha,Hostel,3.0,2,51.0,0,Dry Season,0,201468
2019,10,Australia,Leisure,Galle,5-Star,13.0,1,35.0,0,Wet Season,0,135246
2017,4,Indai,Business,Colombo,4-Star,5.0,4,40.0,0,Wet Season,0,151491
2016,2,USA,Business,Gampaha,Homestay,5.0,2,41.0,1,Wet Season,0,197267
2016,12,USA,Cultural,Kandy,Budget Hotel,8.0,1,44.0,0,Wet Season,0,227638
2021,10,Germany,Leisure,Galle,Homestay,8.0,2,29.0,2,Wet Season,1,4578
2022,12,Germany,Cultural,Sigiriya,Hostel,4.0,1,,0,Wet Season,0,82807
2019,2,China,Group Tour,Kandy,4-Star,6.0,1,47.0,0,Wet Season,0,187286
2015,1,Netherlands,Cultural,Anuradhapura,Homestay,9.0,2,38.0,0,Wet Season,0,178993
2017,1,China,Leisure,Colombo,Budget Hotel,10.0,2,23.0,0,Wet Season,0,209754
2019,5,Russia,Honeymoon,Bentota,Budget Hotel,,1,63.0,2,Dry Season,1,39484
2019,12,Other,Leisure,Galle,Homestay,6.0,4,27.0,0,Wet Season,0,229445
2023,8,Other,Adventure,Ella,Boutique,17.0,2,47.0,4,Dry Season,0,116381
2019,11,Australia,VFR,Colombo,Hostel,,1,24.0,0,Wet Season,0,149646
2018,10,Italy,Cultural,Anuradhapura,5-Star,6.0,2,44.0,0,Wet Season,0,170727
2018,10,Other,Leisure,Galle,5-Star,13.0,2,60.0,1,Wet Season,0,154571
2017,1,Netherlands,Eco-Tourism,Yala,Boutique,7.0,3,29.0,1,Wet Season,0,190784
2016,3,China,Group Tour,Colombo,4-Star,9.0,1,32.0,0,Wet Season,0,204340
2022,2,China,Group Tour,Sigiriya,Eco-Lodge,,3,46.0,2,Wet Season,0,65969
2017,7,France,Leisure,Colombo,Budget Hotel,8.0,2,36.0,0,Dry Season,0,176812
2018,12,China,Group Tour,Galle,Homestay,5.0,2,36.0,0,Wet Season,0,267376
2020,10,South Korea,Group Tour,Sigiriya,Hostel,5.0,1,26.0,0,Wet Season,1,1904
2018,3,United Kingdom,Leisure,Colombo,Budget Hotel,11.0,2,27.0,2,Wet Season,0,186921
2016,2,USA,Leisure,Bentota,5-Star,6.0,2,18.0,0,Wet Season,0,208378
2016,2,USA,Leisure,Bentota,Hostel,11.0,2,30.0,4,Wet Season,0,201369
2018,5,Other,Adventure,Nuwara Eliya,3-Star,16.0,2,26.0,0,Dry Season,0,158721
2015,8,United Kingdom,Cultural,Sigiriya,Boutique,4.0,1,43.0,0,Dry Season,0,146456
2019,12,Maldives,Business,Gampaha,Boutique,2.0,3,44.0,0,Wet Season,0,237929
2018,5,Other,Leisure,Galle,5-Star,,2,42.0,3,Dry Season,0,155156
2019,11,Canada,Cultural,Sigiriya,Boutique,4.0,1,39.0,1,Wet Season,0,156735
2017,5,China,Shopping,Colombo,4-Star,3.0,3,19.0,2,Dry Season,0,137676
2023,4,India,VFR,Gampaha,4-Star,14.0,4,23.0,1,Wet Season,0,117270
2015,4,Other,Cultural,Polonnaruwa,Budget Hotel,8.0,3,,0,Wet Season,0,123184
2022,7,India,Business,Gampaha,5-Star,3.0,1,30.0,0,Dry Season,0,59170
2017,7,India,Business,Gampaha,4-Star,5.0,4,34.0,1,Dry Season,0,182539
2019,9,Canada,Leisure,Mirissa,5-Star,12.0,4,18.0,1,Dry Season,0,135985
2015,6,Maldives,Business,Gampaha,4-Star,5.0,1,28.0,2,Dry Season,0,114669
2016,7,United Kingdom,Adventure,Knuckles Range,Budget Hotel,16.0,1,18.0,0,Dry Season,0,174639
2020,2,United Kingdom,Honeymoon,Mirissa,4-Star,16.0,2,33.0,1,Wet Season,0,50505
2017,7,France,Eco-Tourism,Knuckles Range,Boutique,13.0,3,54.0,3,Dry Season,0,172821
2019,12,USA,Business,Colombo,Hostel,5.0,3,,0,Wet Season,0,211880
2016,6,China,Leisure,Bentota,Hostel,10.0,2,38.0,2,Dry Season,0,130656
2016,3,United Kingdom,Honeymoon,Nuwara Eliya,5-Star,11.0,1,58.0,1,Wet Season,0,185838
2015,4,Other,Leisure,Mirissa,Hostel,13.0,2,48.0,0,Wet Season,0,135866
2017,3,USA,Leisure,Galle,3-Star,6.0,1,29.0,1,Wet Season,0,173879
2015,2,India,Business,Gampaha,5-Star,3.0,2,47.0,0,Wet Season,0,171499
2023,3,Germany,Eco-Tourism,Yala,Budget Hotel,5.0,1,18.0,2,Wet Season,0,137618
2019,1,Switzerland,Eco-Tourism,Knuckles Range,Boutique,9.0,4,38.0,0,Wet Season,0,209916
2017,5,Other,Cultural,Sigiriya,3-Star,5.0,1,48.0,0,Dry Season,0,124114
2020,1,Russia,Beach,Arugam Bay,Boutique,6.0,2,25.0,0,Wet Season,0,56753
2017,6,Other,Cultural,Kandy,5-Star,9.0,1,26.0,0,Dry Season,0,141064
2022,11,Other,Adventure,Ella,5-Star,9.0,3,52.0,1,Wet Season,0,60769
2019,11,India,Business,Colombo,Budget Hotel,5.0,2,35.0,0,Wet Season,0,154294
2020,6,France,Eco-Tourism,Wilpattu,Boutique,9.0,1,26.0,0,Dry Season,1,724
2016,2,France,Eco-Tourism,Wilpattu,Homestay,9.0,1,49.0,0,Wet Season,0,215849
2017,3,Australia,VFR,Kandy,Eco-Lodge,12.0,2,25.0,0,Wet Season,0,210044
2018,4,France,Leisure,Mirissa,Homestay,8.0,1,50.0,0,Wet Season,0,163380
2019,11,Other,Leisure,Mirissa,Boutique,8.0,3,33.0,1,Wet Season,0,161290
2018,9,India,Leisure,Bentota,Eco-Lodge,,2,53.0,0,Dry Season,0,152981
2019,8,Other,Adventure,Knuckles Range,Homestay,9.0,3,24.0,0,Dry Season,0,162149
2017,9,Netherlands,Leisure,Colombo,Homestay,13.0,1,61.0,0,Dry Season,0,153252
2016,8,India,Business,Gampaha,Homestay,5.0,2,36.0,0,Dry Season,0,164447
2017,1,Switzerland,Eco-Tourism,Knuckles Range,3-Star,13.0,1,32.0,3,Wet Season,0,230562
2019,3,Germany,Leisure,Galle,Hostel,11.0,2,43.0,1,Wet Season,0,184340
2015,12,Australia,Adventure,Knuckles Range,Hostel,11.0,4,32.0,1,Wet Season,0,216717
2015,6,India,Business,Gampaha,4-Star,,5,45.0,0,Dry Season,0,117354
2023,7,Russia,Leisure,Mirissa,Boutique,9.0,1,52.0,1,Dry Season,0,114638
2018,6,United Kingdom,Leisure,Colombo,Hostel,13.0,3,49.0,1,Dry Season,0,158452
2019,10,United Kingdm,Leisure,Bentota,Boutique,10.0,2,,0,Wet Season,0,129674
2018,12,India,Business,Colombo,3-Star,3.0,5,36.0,1,Wet Season,0,281487
2017,2,Other,Adventure,Knuckles Range,5-Star,11.0,2,33.0,2,Wet Season,0,195741
2015,4,Other,Cultural,Anuradhapura,Hostel,5.0,2,18.0,1,Wet Season,0,121742
2015,4,Australia,VFR,Colombo,Eco-Lodge,17.0,2,48.0,1,Wet Season,0,136787
2018,8,India,VFR,Kandy,4-Star,15.0,3,18.0,0,Dry Season,0,186756
2019,12,Australia,Leisure,Galle,5-Star,6.0,2,40.0,0,Wet Season,0,209123
2015,3,Japan,Eco-Tourism,Knuckles Range,3-Star,13.0,2,26.0,0,Wet Season,0,166108
2018,6,India,Business,Gampaha,3-Star,3.0,1,57.0,0,Dry Season,0,167257
2021,3,Germany,Adventure,Nuwara Eliya,3-Star,17.0,1,37.0,2,Wet Season,1,869
2017,12,Other,Cultural,Sigiriya,Budget Hotel,6.0,3,,3,Wet Season,0,246570
2015,9,United Kingdom,Cultural,Polonnaruwa,3-Star,9.0,1,59.0,0,Dry Season,0,113519
2017,4,USA,Business,Colombo,Budget Hotel,4.0,1,68.0,1,Wet Season,0,147951
2018,2,Other,Adventure,Ella,3-Star,15.0,1,40.0,0,Wet Season,0,217643
2018,6,Switzerland,Eco-Tourism,Wilpattu,Hostel,12.0,3,46.0,2,Dry Season,0,159189
2017,2,Other,Leisure,Galle,5-Star,8.0,1,18.0,1,Wet Season,0,201720
2016,2,Australia,Leisure,Galle,Eco-Lodge,12.0,1,35.0,1,Wet Season,0,194503
2023,12,Netherlands,Eco-Tourism,Wilpattu,3-Star,7.0,4,34.0,0,Wet Season,0,174860
2019,9,Other,Leisure,Galle,Budget Hotel,5.0,1,25.0,1,Dry Season,0,122105
2015,1,China,Leisure,Mirissa,Homestay,12.0,4,38.0,3,Wet Season,0,180717
2022,11,United Kingdom,Leisure,Bentota,Boutique,7.0,4,,2,Wet Season,0,59331
2017,2,Russia,Honeymoon,Nuwara Eliya,Eco-Lodge,14.0,2,44.0,0,Wet Season,0,206491
2022,11,India,VFR,Colombo,Budget Hotel,15.0,2,52.0,0,Wet Season,0,60271
2023,8,India,Leisure,Mirissa,3-Star,13.0,5,38.0,0,Dry Season,0,114127
2016,9,USA,Leisure,Bentota,Hostel,,1,35.0,0,Dry Season,0,139061
2020,12,Other,Leisure,Galle,Boutique,,3,34.0,0,Wet Season,1,8057
2019,11,United Kingdom,Leisure,Galle,Homestay,5.0,1,20.0,0,Wet Season,0,159607
2015,11,Other,Adventure,Knuckles Range,Homestay,13.0,3,40.0,0,Wet Season,0,156241
2023,3,Other,Cultural,Sigiriya,Homestay,4.0,3,37.0,3,Wet Season,0,140149
2016,4,Indai,Business,Gampaha,4-Star,4.0,1,53.0,3,Wet Season,0,139499
2023,6,Other,Leisure,Colombo,4-Star,,1,32.0,2,Dry Season,0,107012
2018,1,Australia,Leisure,Bentota,3-Star,13.0,2,,0,Wet Season,0,240615
2017,4,South Korea,Group Tour,Kandy,3-Star,8.0,2,36.0,1,Wet Season,0,163399
2017,11,India,Medical,Colombo,5-Star,21.0,6,27.0,1,Wet Season,0,178626
2016,5,Maldives,Leisure,Mirissa,4-Star,13.0,1,30.0,1,Dry Season,0,140488
2017,10,India,Business,Colombo,Homestay,3.0,6,29.0,0,Wet Season,0,153028
2023,1,Germany,Leisure,Galle,3-Star,,2,51.0,2,Wet Season,0,149011
2017,3,Italy,Cultural,Kandy,Boutique,5.0,4,59.0,0,Wet Season,0,186646
2018,5,Other,Adventure,Ella,Homestay,13.0,2,41.0,0,Dry Season,0,144742
2016,12,Maldives,Leisure,Colombo,Hostel,8.0,2,33.0,1,Wet Season,0,238187
2023,12,India,Medical,Colombo,Boutique,6.0,1,32.0,0,Wet Season,0,172780
2017,3,China,Group Tour,Galle,3-Star,7.0,2,37.0,0,Wet Season,0,191373
2017,11,Indai,Medical,Colombo,Homestay,17.0,1,52.0,0,Wet Season,0,172132
2016,3,United Kingdom,Cultural,Kandy,Hostel,9.0,1,35.0,0,Wet Season,0,185349
2015,6,India,Medical,Colombo,5-Star,16.0,1,53.0,1,Dry Season,0,127003
2018,11,Other,Adventure,Knuckles Range,Hostel,14.0,1,43.0,1,Wet Season,0,207669
2018,9,Other,Leisure,Bentota,Hostel,9.0,2,28.0,0,Dry Season,0,157089
2015,11,United Kingdom,Cultural,Polonnaruwa,3-Star,6.0,2,24.0,0,Wet Season,0,150491
2022,9,Maldives,Leisure,Colombo,Boutique,6.0,2,28.0,1,Dry Season,0,45499
2018,12,United Kingdom,Cultural,Polonnaruwa,Boutique,6.0,4,41.0,2,Wet Season,0,277258
2018,6,USA,Business,Gampaha,5-Star,2.0,3,33.0,0,Dry Season,0,162296
2019,12,India,VFR,Kandy,Boutique,20.0,3,35.0,1,Wet Season,0,215622
2015,12,China,Shopping,Colombo,Eco-Lodge,6.0,2,50.0,1,Wet Season,0,212935
2018,3,India,Medical,Colombo,4-Star,,1,24.0,0,Wet Season,0,217583
2020,2,United Kingdom,Honeymoon,Nuwara Eliya,Boutique,13.0,2,34.0,1,Wet Season,0,53598
2021,4,United Kingdom,Leisure,Bentota,Boutique,8.0,2,47.0,0,Wet Season,1,677
2019,7,India,Leisure,Bentota,Hostel,7.0,4,36.0,1,Dry Season,0,159596
2019,4,France,Cultural,Kandy,3-Star,4.0,4,55.0,1,Wet Season,1,33602
2023,1,Other,Adventure,Nuwara Eliya,Homestay,13.0,2,28.0,0,Wet Season,0,156138
2023,12,India,Business,Gampaha,Hostel,5.0,2,36.0,0,Wet Season,0,180289
2018,7,Netherlands,Eco-Tourism,Knuckles Range,3-Star,13.0,1,28.0,2,Dry Season,0,197078
2020,8,India,Medical,Colombo,3-Star,14.0,5,18.0,0,Dry Season,1,813
2017,11,Other,Adventure,Sigiriya,Hostel,12.0,2,51.0,0,Wet Season,0,175229
2019,11,Other,Adventure,Nuwara Eliya,Budget Hotel,10.0,4,42.0,1,Wet Season,0,156792
2018,10,United Kingdom,Leisure,Mirissa,Homestay,8.0,4,54.0,0,Wet Season,0,160054
2018,5,Other,Leisure,Mirissa,Boutique,8.0,2,25.0,4,Dry Season,0,155615
2018,6,Australia,Adventure,Knuckles Range,Eco-Lodge,8.0,2,29.0,0,Dry Season,0,154158
2017,6,Germany,Adventure,Nuwara Eliya,5-Star,11.0,2,31.0,0,Dry Season,0,152125
2018,2,India,Medical,Colombo,Budget Hotel,25.0,1,46.0,0,Wet Season,0,231319
2017,2,Other,Cultural,Anuradhapura,Homestay,7.0,3,30.0,4,Wet Season,0,204507
2019,11,India,VFR,Kandy,Boutique,9.0,4,48.0,1,Wet Season,0,173816
2019,8,India,VFR,Kandy,5-Star,,1,39.0,0,Dry Season,0,152098
2023,4,Germany,Adventure,Knuckles Range,4-Star,7.0,2,28.0,2,Wet Season,0,104547
2015,12,USA,Cultural,Kandy,3-Star,8.0,3,27.0,0,Wet Season,0,206779
2016,3,United Kingdom,Adventure,Knuckles Range,5-Star,15.0,5,45.0,1,Wet Season,0,192045
2015,10,Other,Adventure,Knuckles Range,Homestay,8.0,1,46.0,0,Wet Season,0,125116
2020,10,Other,Adventure,Nuwara Eliya,Budget Hotel,7.0,4,38.0,1,Wet Season,1,1761
2016,2,Russia,Honeymoon,Galle,Eco-Lodge,8.0,3,30.0,0,Wet Season,0,201136
2018,4,France,Cultural,Anuradhapura,Homestay,8.0,1,37.0,0,Wet Season,0,172631
2017,12,Japan,Leisure,Bentota,Eco-Lodge,5.0,5,18.0,1,Wet Season,0,229466
2018,1,Other,Leisure,Bentota,Homestay,8.0,2,47.0,0,Wet Season,0,232585
2022,9,Other,Leisure,Colombo,Boutique,6.0,1,45.0,0,Dry Season,0,45341
2015,7,USA,Leisure,Mirissa,Eco-Lodge,10.0,1,50.0,0,Dry Season,0,144492
2023,10,Other,Leisure,Colombo,5-Star,11.0,2,47.0,1,Wet Season,0,105706
2023,1,Maldives,Transit,Colombo,Boutique,1.0,3,24.0,1,Wet Season,0,160561
2023,4,India,VFR,Gampaha,Budget Hotel,13.0,1,39.0,0,Wet Season,0,120638
2018,3,Other,Adventure,Sigiriya,Homestay,11.0,1,27.0,0,Wet Season,0,217593
2017,12,India,Medical,Colombo,Hostel,22.0,2,56.0,1,Wet Season,0,227224
2015,11,India,Medical,Colombo,4-Star,28.0,2,24.0,0,Wet Season,0,146782
2016,12,Other,Cultural,Kandy,4-Star,4.0,3,47.0,0,Wet Season,0,237424
2015,12,India,Leisure,Colombo,4-Star,7.0,1,47.0,0,Wet Season,0,211584
2016,12,Russia,Beach,Hikkaduwa,Budget Hotel,9.0,1,55.0,0,Wet Season,0,219028
2021,7,Japan,Cultural,Kandy,Eco-Lodge,5.0,2,36.0,0,Dry Season,1,1699
2018,10,France,Leisure,Galle,Budget Hotel,13.0,2,27.0,1,Wet Season,0,162737
2022,9,Australia,Adventure,Ella,Hostel,16.0,2,30.0,0,Dry Season,0,44736
2016,3,Germany,Cultural,Sigiriya,Boutique,6.0,2,,1,Wet Season,0,167996
2023,11,India,Medical,Colombo,3-Star,28.0,4,68.0,0,Wet Season,0,129706
2015,12,Other,Leisure,Bentota,Boutique,7.0,3,42.0,0,Wet Season,0,207671
2017,1,France,Leisure,Bentota,Hostel,5.0,2,18.0,1,Wet Season,0,226192
2018,11,Maldives,Transit,Colombo,5-Star,1.0,1,36.0,0,Wet Season,0,193163
2021,5,China,Group Tour,Colombo,Homestay,5.0,5,42.0,0,Dry Season,1,693
2015,1,Japan,Leisure,Bentota,Homestay,9.0,1,21.0,1,Wet Season,0,194997
2019,3,India,Leisure,Colombo,Eco-Lodge,,5,50.0,1,Wet Season,0,197515
2016,3,Germany,Eco-Tourism,Knuckles Range,Budget Hotel,11.0,2,35.0,3,Wet Season,0,180356
2016,12,Other,Cultural,Kandy,Eco-Lodge,7.0,2,22.0,1,Wet Season,0,214942
2017,11,Italy,Honeymoon,Bentota,5-Star,11.0,2,45.0,0,Wet Season,0,196592
2018,8,Germany,Adventure,Knuckles Range,Hostel,12.0,2,47.0,0,Dry Season,0,189193
2020,3,Canada,Cultural,Sigiriya,Budget Hotel,9.0,2,46.0,0,Wet Season,1,14642
2016,3,India,Medical,Colombo,4-Star,27.0,1,18.0,4,Wet Season,0,195135
2016,11,Canada,Cultural,Sigiriya,Budget Hotel,7.0,2,34.0,2,Wet Season,0,182580
2018,5,China,Group Tour,Galle,Hostel,7.0,1,41.0,1,Dry Season,0,156797
2019,8,China,Leisure,Colombo,Hostel,8.0,2,40.0,0,Dry Season,0,153780
2018,4,France,Leisure,Bentota,4-Star,7.0,1,,0,Wet Season,0,168977
2018,12,India,VFR,Kandy,4-Star,8.0,2,53.0,4,Wet Season,0,272907
2015,12,Other,Cultural,Kandy,Boutique,4.0,1,34.0,2,Wet Season,0,201656
2017,4,Germany,Eco-Tourism,Sinharaja,Eco-Lodge,11.0,1,29.0,0,Wet Season,0,164341
2017,6,Canada,Adventure,Nuwara Eliya,3-Star,12.0,4,42.0,2,Dry Season,0,150400
2017,6,United Kingdom,Honeymoon,Bentota,5-Star,14.0,3,47.0,1,Dry Season,0,149787
2018,1,India,VFR,Kandy,3-Star,17.0,2,27.0,2,Wet Season,0,226395
2020,10,India,Medical,Colombo,4-Star,21.0,4,60.0,0,Wet Season,1,1864
2016,2,France,Cultural,Kandy,Boutique,7.0,3,23.0,0,Wet Season,0,211167
2019,8,Canada,Leisure,Bentota,Homestay,5.0,2,24.0,1,Dry Season,0,159888
2019,5,India,Leisure,Mirissa,3-Star,,1,25.0,0,Dry Season,1,45370
2016,9,China,Leisure,Mirissa,5-Star,11.0,4,44.0,1,Dry Season,0,142174
2019,6,United Kingdom,Adventure,Knuckles Range,5-Star,9.0,2,45.0,1,Dry Season,0,69700
2022,2,India,Leisure,Galle,Budget Hotel,13.0,2,18.0,0,Wet Season,0,73218
2022,3,United Kingdom,Adventure,Sigiriya,3-Star,9.0,5,42.0,0,Wet Season,0,67984
2019,3,United Kingdom,Honeymoon,Nuwara Eliya,Budget Hotel,19.0,1,18.0,2,Wet Season,0,191595
2017,1,France,Leisure,Mirissa,3-Star,12.0,1,58.0,0,Wet Season,0,233334
2023,5,Japan,Leisure,Colombo,3-Star,9.0,2,34.0,0,Dry Season,0,88446
2023,4,Other,Leisure,Mirissa,Homestay,9.0,2,25.0,0,Wet Season,0,112219
2023,10,Other,Leisure,Colombo,Eco-Lodge,5.0,2,50.0,0,Wet Season,0,106500
2023,7,Canada,Cultural,Polonnaruwa,5-Star,8.0,1,32.0,0,Dry Season,0,122500
2019,3,Maldives,Business,Gampaha,Boutique,4.0,4,61.0,0,Wet Season,0,176873
2018,10,Australia,VFR,Kandy,Homestay,18.0,2,50.0,0,Wet Season,0,164722
2019,6,United Kingdom,Leisure,Galle,4-Star,13.0,1,36.0,2,Dry Season,0,65810
2015,11,Germany,Adventure,Ella,Boutique,8.0,1,19.0,0,Wet Season,0,149014
2015,2,India,Business,Colombo,5-Star,3.0,4,53.0,1,Wet Season,0,164920
2018,1,China,Group Tour,Galle,3-Star,6.0,1,32.0,0,Wet Season,0,269676
2017,5,Japan,Leisure,Mirissa,Hostel,5.0,2,51.0,0,Dry Season,0,133625
2015,2,Canada,Adventure,Nuwara Eliya,Homestay,11.0,1,29.0,1,Wet Season,0,176115
2018,5,USA,Cultural,Kandy,5-Star,5.0,5,18.0,0,Dry Season,0,157732
2016,9,United Kingdom,Adventure,Ella,4-Star,8.0,1,39.0,0,Dry Season,0,144932
2023,12,Netherlands,Cultural,Anuradhapura,Budget Hotel,9.0,2,55.0,1,Wet Season,0,157975
2019,4,Other,Adventure,Knuckles Range,Eco-Lodge,17.0,5,51.0,2,Wet Season,1,35737
2023,9,USA,Cultural,Kandy,5-Star,6.0,2,53.0,1,Dry Season,0,89881
2018,11,Germany,Cultural,Polonnaruwa,Boutique,5.0,3,31.0,0,Wet Season,0,194298
2016,6,China,Shopping,Colombo,Boutique,3.0,4,64.0,2,Dry Season,0,132241
2017,1,France,Cultural,Kandy,3-Star,6.0,1,55.0,1,Wet Season,0,229830
2015,2,India,Leisure,Bentota,Boutique,6.0,1,20.0,4,Wet Season,0,185251
2017,4,Netherlands,Cultural,Sigiriya,5-Star,7.0,4,25.0,1,Wet Season,0,158128
2018,5,India,Medical,Colombo,Boutique,21.0,6,58.0,0,Dry Season,0,155482
2017,2,India,Business,Gampaha,Hostel,4.0,1,34.0,0,Wet Season,0,190861
2017,4,China,Leisure,Bentota,Hostel,10.0,1,37.0,0,Wet Season,0,170275
2015,6,China,Leisure,Galle,4-Star,12.0,2,41.0,0,Dry Season,0,121901
2019,1,France,Eco-Tourism,Wilpattu,5-Star,6.0,1,52.0,0,Wet Season,0,198802
2018,2,China,Group Tour,Galle,5-Star,8.0,1,30.0,0,Wet Season,0,217184
2018,3,United Kingdom,Cultural,Anuradhapura,Boutique,4.0,1,29.0,4,Wet Season,0,210935
2020,7,France,Eco-Tourism,Knuckles Range,5-Star,12.0,4,42.0,0,Dry Season,1,803
2015,5,United Kingdom,Honeymoon,Bentota,Hostel,18.0,2,25.0,0,Dry Season,0,112278
2018,11,China,Shopping,Colombo,Boutique,3.0,1,37.0,0,Wet Season,0,199243
2017,3,Canada,Adventure,Ella,5-Star,17.0,1,20.0,0,Wet Season,0,212874
2017,2,India,Leisure,Galle,Homestay,,3,27.0,0,Wet Season,0,205077
2019,8,Italy,Leisure,Bentota,Hostel,13.0,3,32.0,2,Dry Season,0,148302
2020,2,United Kingdm,Leisure,Mirissa,5-Star,,3,47.0,0,Wet Season,0,51816
2019,8,India,VFR,Gampaha,Homestay,6.0,5,52.0,0,Dry Season,0,156857
2018,8,Other,Cultural,Sigiriya,Homestay,7.0,2,40.0,0,Dry Season,0,199686
2015,12,Netherlands,Eco-Tourism,Knuckles Range,5-Star,10.0,2,61.0,1,Wet Season,0,207294
2018,7,France,Leisure,Galle,Eco-Lodge,8.0,1,27.0,0,Dry Season,0,168363
